row_rank,page_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,competitor_analysis_image_r2_urls,supernova_rewrite_image_r2_urls
386,386,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14658114329115623425,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14658114329115623425?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
387,387,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14658114329115623425,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14658114329115623425?region=IN,YouTubeVideo,2026-06-29,2356,1,5,ಇನ್\u200cಸ್ಟಾಲ್,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
388,388,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14658114329115623425,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14658114329115623425?region=IN,YouTubeVideo,2026-06-29,2356,2,5,ಇನ್\u200cಸ್ಟಾಲ್,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
389,389,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14658114329115623425,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14658114329115623425?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
390,390,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14658114329115623425,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14658114329115623425?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
391,391,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14749576035641065473,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14749576035641065473?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
392,392,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14749576035641065473,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14749576035641065473?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
393,393,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14749576035641065473,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14749576035641065473?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
394,394,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14749576035641065473,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14749576035641065473?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
395,395,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15286827490333425665,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15286827490333425665?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
396,396,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15286827490333425665,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15286827490333425665?region=IN,YouTubeVideo,2026-06-29,2356,1,5,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
397,397,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15286827490333425665,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15286827490333425665?region=IN,YouTubeVideo,2026-06-29,2356,2,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
398,398,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15286827490333425665,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15286827490333425665?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
399,399,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15286827490333425665,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15286827490333425665?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
400,400,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15498053638353321985,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15498053638353321985?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
401,401,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15498053638353321985,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15498053638353321985?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
402,402,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15498053638353321985,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15498053638353321985?region=IN,YouTubeVideo,2026-06-29,2356,2,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
403,403,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15564920051449462785,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15564920051449462785?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
404,404,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15564920051449462785,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15564920051449462785?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
405,405,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15564920051449462785,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15564920051449462785?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
406,406,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15564920051449462785,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15564920051449462785?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
407,407,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15689461020563079169,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15689461020563079169?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
408,408,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15689461020563079169,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15689461020563079169?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
409,409,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15689461020563079169,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15689461020563079169?region=IN,YouTubeVideo,2026-06-29,2356,2,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
410,410,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15722062253291208705,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15722062253291208705?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
411,411,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15722062253291208705,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15722062253291208705?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
412,412,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15722062253291208705,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15722062253291208705?region=IN,YouTubeVideo,2026-06-29,2356,2,4,⁦Seekho⁩,Seekho: Short Learning Videos | ప్రతి నిమిషంవిలువైనదేSeekho,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
413,413,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15722062253291208705,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15722062253291208705?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
414,414,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15753942318060666881,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15753942318060666881?region=IN,YouTubeVideo,2026-06-29,2356,0,3,⁦Seekho⁩,Seekho: Short Learning Videos | True Crime Stories,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
415,415,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15753942318060666881,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15753942318060666881?region=IN,YouTubeVideo,2026-06-29,2356,1,3,⁦Seekho⁩,Seekho: Short Learning Videos | 500K+ Views On Crime Stories,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
416,416,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15753942318060666881,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15753942318060666881?region=IN,YouTubeVideo,2026-06-29,2356,2,3,⁦Seekho⁩,Seekho: Short Learning Videos | Crime Stories Seekho par,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
417,417,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15876944683859968001,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15876944683859968001?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
418,418,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15876944683859968001,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15876944683859968001?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
419,419,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15876944683859968001,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15876944683859968001?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
420,420,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR15876944683859968001,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR15876944683859968001?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
421,421,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16121518744672403457,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16121518744672403457?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
422,422,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16121518744672403457,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16121518744672403457?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
423,423,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16121518744672403457,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16121518744672403457?region=IN,YouTubeVideo,2026-06-29,2356,2,3,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
424,424,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16351678620361555969,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16351678620361555969?region=IN,YouTubeVideo,2026-06-29,2356,0,4,⁦Seekho⁩,Seekho: Short Learning Videos | ऑनलाइन कमाई के नए तरीके,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
425,425,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16351678620361555969,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16351678620361555969?region=IN,YouTubeVideo,2026-06-29,2356,1,4,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
426,426,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16351678620361555969,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16351678620361555969?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
427,427,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16351678620361555969,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16351678620361555969?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
428,428,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16507822534364758017,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16507822534364758017?region=IN,YouTubeVideo,2026-06-29,"2356,2528",0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
429,429,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16507822534364758017,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16507822534364758017?region=IN,YouTubeVideo,2026-06-29,"2356,2528",1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
430,430,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16507822534364758017,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16507822534364758017?region=IN,YouTubeVideo,2026-06-29,"2356,2528",2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
431,431,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16507822534364758017,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16507822534364758017?region=IN,YouTubeVideo,2026-06-29,"2356,2528",3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
432,432,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16734296134113034241,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16734296134113034241?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
433,433,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16734296134113034241,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16734296134113034241?region=IN,YouTubeVideo,2026-06-29,2356,1,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
434,434,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16734296134113034241,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16734296134113034241?region=IN,YouTubeVideo,2026-06-29,2356,2,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
435,435,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16734296134113034241,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16734296134113034241?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
436,436,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16734296134113034241,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16734296134113034241?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
437,437,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16779592602973372417,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16779592602973372417?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
438,438,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16779592602973372417,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16779592602973372417?region=IN,YouTubeVideo,2026-06-29,2356,1,5,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
439,439,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16779592602973372417,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16779592602973372417?region=IN,YouTubeVideo,2026-06-29,2356,2,5,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
440,440,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16779592602973372417,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16779592602973372417?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
441,441,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR16779592602973372417,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR16779592602973372417?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
442,442,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17597573522543083521,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17597573522543083521?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
443,443,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17597573522543083521,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17597573522543083521?region=IN,YouTubeVideo,2026-06-29,2356,1,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
444,444,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17597573522543083521,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17597573522543083521?region=IN,YouTubeVideo,2026-06-29,2356,2,5,⁦Seekho⁩,Seekho: Short Learning Videos | Ghar Se Business Kaise Chale,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
445,445,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17597573522543083521,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17597573522543083521?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
446,446,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17597573522543083521,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17597573522543083521?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
447,447,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17713935499535581185,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17713935499535581185?region=IN,YouTubeVideo,2026-06-29,2356,0,4,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
448,448,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17713935499535581185,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17713935499535581185?region=IN,YouTubeVideo,2026-06-29,2356,1,4,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
449,449,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17713935499535581185,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17713935499535581185?region=IN,YouTubeVideo,2026-06-29,2356,2,4,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
450,450,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17713935499535581185,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17713935499535581185?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
451,451,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17734020098051538945,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17734020098051538945?region=IN,YouTubeVideo,2026-06-29,2356,0,5,ಇನ್\u200cಸ್ಟಾಲ್,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
452,452,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17734020098051538945,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17734020098051538945?region=IN,YouTubeVideo,2026-06-29,2356,1,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
453,453,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17734020098051538945,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17734020098051538945?region=IN,YouTubeVideo,2026-06-29,2356,2,5,ಇನ್\u200cಸ್ಟಾಲ್,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
454,454,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17734020098051538945,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17734020098051538945?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
455,455,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17734020098051538945,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17734020098051538945?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
456,456,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17774971683505963009,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17774971683505963009?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
457,457,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17774971683505963009,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17774971683505963009?region=IN,YouTubeVideo,2026-06-29,2356,1,5,ಇನ್\u200cಸ್ಟಾಲ್,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
458,458,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17774971683505963009,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17774971683505963009?region=IN,YouTubeVideo,2026-06-29,2356,2,5,ಇನ್\u200cಸ್ಟಾಲ್,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
459,459,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17774971683505963009,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17774971683505963009?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
460,460,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17774971683505963009,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17774971683505963009?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
461,461,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR17849751393456357377,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR17849751393456357377?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
